psgc_reg,psgc_prov,psgc_mun,psgc_brgy,brgy_name
10000000,12800000,12801000,12801001,ADAMS (POB.)
10000000,12800000,12802000,12802001,BANI
10000000,12800000,12802000,12802002,BUYON
10000000,12800000,12802000,12802003,CABARUAN
10000000,12800000,12802000,12802004,CABULALAAN
10000000,12800000,12802000,12802005,CABUSLIGAN
10000000,12800000,12802000,12802006,CADARATAN
10000000,12800000,12802000,12802007,CALIOET-LIBONG
10000000,12800000,12802000,12802008,CASILIAN
10000000,12800000,12802000,12802009,COROCOR
10000000,12800000,12802000,12802011,DURIPES
10000000,12800000,12802000,12802012,GANAGAN
10000000,12800000,12802000,12802013,LIBTONG
10000000,12800000,12802000,12802014,MACUPIT
10000000,12800000,12802000,12802015,NAMBARAN
10000000,12800000,12802000,12802016,NATBA
10000000,12800000,12802000,12802017,PANINAAN
10000000,12800000,12802000,12802018,PASIOCAN
10000000,12800000,12802000,12802019,PASNGAL
10000000,12800000,12802000,12802020,PIPIAS
10000000,12800000,12802000,12802021,PULANGI
10000000,12800000,12802000,12802022,PUNGTO
10000000,12800000,12802000,12802024,SAN AGUSTIN I (POB.)
10000000,12800000,12802000,12802025,SAN AGUSTIN II (POB.)
10000000,12800000,12802000,12802027,SAN ANDRES I (POB.)
10000000,12800000,12802000,12802028,SAN ANDRES II (POB.)
10000000,12800000,12802000,12802030,SAN GABRIEL I (POB.)
10000000,12800000,12802000,12802031,SAN GABRIEL II (POB.)
10000000,12800000,12802000,12802033,SAN PEDRO I (POB.)
10000000,12800000,12802000,12802034,SAN PEDRO II (POB.)
10000000,12800000,12802000,12802036,SAN ROQUE I (POB.)
10000000,12800000,12802000,12802037,SAN ROQUE II (POB.)
10000000,12800000,12802000,12802039,SAN SIMON I (POB.)
10000000,12800000,12802000,12802040,SAN SIMON II (POB.)
10000000,12800000,12802000,12802041,SAN VICENTE (POB.)
10000000,12800000,12802000,12802042,SANGIL
10000000,12800000,12802000,12802044,SANTA FILOMENA I (POB.)
10000000,12800000,12802000,12802045,SANTA FILOMENA II (POB.)
10000000,12800000,12802000,12802046,SANTA RITA (POB.)
10000000,12800000,12802000,12802047,SANTO CRISTO I (POB.)
10000000,12800000,12802000,12802048,SANTO CRISTO II (POB.)
10000000,12800000,12802000,12802050,TAMBIDAO
10000000,12800000,12802000,12802051,TEPPANG
10000000,12800000,12802000,12802052,TUBBURAN
10000000,12800000,12803000,12803001,ALAY-NANGBABAAN (ALAY 15-B)
10000000,12800000,12803000,12803002,ALOGOOG
10000000,12800000,12803000,12803003,AR-ARUSIP
10000000,12800000,12803000,12803004,ARING
10000000,12800000,12803000,12803005,BALBALDEZ
10000000,12800000,12803000,12803006,BATO
10000000,12800000,12803000,12803007,CAMANGA
10000000,12800000,12803000,12803008,CANAAN (POB.)
10000000,12800000,12803000,12803009,CARAITAN
10000000,12800000,12803000,12803011,GABUT NORTE
10000000,12800000,12803000,12803012,GABUT SUR
10000000,12800000,12803000,12803013,GARRETA (POB.)
10000000,12800000,12803000,12803016,LABUT
10000000,12800000,12803000,12803017,LACUBEN
10000000,12800000,12803000,12803018,LUBIGAN
10000000,12800000,12803000,12803020,MABUSAG NORTE
10000000,12800000,12803000,12803021,MABUSAG SUR
10000000,12800000,12803000,12803022,MADUPAYAS
10000000,12800000,12803000,12803023,MORONG
10000000,12800000,12803000,12803025,NAGREBCAN
10000000,12800000,12803000,12803026,NAPU
10000000,12800000,12803000,12803027,LA VIRGEN MILAGROSA (PAGUETPET)
10000000,12800000,12803000,12803028,PAGSANAHAN NORTE
10000000,12800000,12803000,12803029,PAGSANAHAN SUR
10000000,12800000,12803000,12803030,PALTIT
10000000,12800000,12803000,12803031,PARANG
10000000,12800000,12803000,12803032,PASUC
10000000,12800000,12803000,12803034,SANTA CRUZ NORTE
10000000,12800000,12803000,12803035,SANTA CRUZ SUR
10000000,12800000,12803000,12803036,SAUD
10000000,12800000,12803000,12803037,TUROD
10000000,12800000,12804000,12804001,ABACA
10000000,12800000,12804000,12804002,BACSIL
10000000,12800000,12804000,12804003,BANBAN
10000000,12800000,12804000,12804004,BARUYEN
10000000,12800000,12804000,12804005,DADAOR
10000000,12800000,12804000,12804006,LANAO
10000000,12800000,12804000,12804007,MALASIN
10000000,12800000,12804000,12804008,MANAYON
10000000,12800000,12804000,12804009,MASIKIL
10000000,12800000,12804000,12804010,NAGBALAGAN
10000000,12800000,12804000,12804011,PAYAC
10000000,12800000,12804000,12804012,SAN LORENZO (POB.)
10000000,12800000,12804000,12804014,TAGUIPORO
10000000,12800000,12804000,12804015,UTOL
10000000,12800000,12805000,12805001,AGLIPAY (POB.)
10000000,12800000,12805000,12805002,BAAY
10000000,12800000,12805000,12805003,BALIGAT
10000000,12800000,12805000,12805004,BUNGON
10000000,12800000,12805000,12805005,BAOA EAST
10000000,12800000,12805000,12805006,BAOA WEST
10000000,12800000,12805000,12805007,BARANI (POB.)
10000000,12800000,12805000,12805009,BEN-AGAN (POB.)
10000000,12800000,12805000,12805010,BIL-LOCA
10000000,12800000,12805000,12805011,BININGAN
10000000,12800000,12805000,12805012,CALLAGUIP (POB.)
10000000,12800000,12805000,12805013,CAMANDINGAN
10000000,12800000,12805000,12805014,CAMGUIDAN
10000000,12800000,12805000,12805015,CANGRUNAAN (POB.)
10000000,12800000,12805000,12805016,CAPACUAN
10000000,12800000,12805000,12805017,CAUNAYAN (POB.)
10000000,12800000,12805000,12805018,VALDEZ POB. (CAOAYAN)
10000000,12800000,12805000,12805019,COLO
10000000,12800000,12805000,12805020,PIMENTEL (CUBOL)
10000000,12800000,12805000,12805021,DARIWDIW
10000000,12800000,12805000,12805022,ACOSTA POB. (ILOILO)
10000000,12800000,12805000,12805023,ABLAN POB. (LABUCAO)
10000000,12800000,12805000,12805024,LACUB (POB.)
10000000,12800000,12805000,12805025,MABALENG
10000000,12800000,12805000,12805026,MAGNUANG
10000000,12800000,12805000,12805027,MAIPALIG
10000000,12800000,12805000,12805028,NAGBACALAN
10000000,12800000,12805000,12805029,NAGUIRANGAN
10000000,12800000,12805000,12805030,RICARTE POB. (NALASIN)
10000000,12800000,12805000,12805031,PALONGPONG
10000000,12800000,12805000,12805032,PALPALICONG (POB.)
10000000,12800000,12805000,12805033,PARANGOPONG
10000000,12800000,12805000,12805034,PAYAO
10000000,12800000,12805000,12805035,QUILING NORTE
10000000,12800000,12805000,12805036,QUILING SUR
10000000,12800000,12805000,12805037,QUIOM
10000000,12800000,12805000,12805038,RAYURAY
10000000,12800000,12805000,12805039,SAN JULIAN (POB.)
10000000,12800000,12805000,12805040,SAN MATEO
10000000,12800000,12805000,12805041,SAN PEDRO
10000000,12800000,12805000,12805042,SUABIT (POB.)
10000000,12800000,12805000,12805043,SUMADER
10000000,12800000,12805000,12805044,TABUG
10000000,12800000,12806000,12806001,ABLAN SARAT
10000000,12800000,12806000,12806002,AGAGA
10000000,12800000,12806000,12806005,BAYOG
10000000,12800000,12806000,12806006,BOBON
10000000,12800000,12806000,12806007,BUDUAN (MALITUEK)
10000000,12800000,12806000,12806008,NAGSUROT
10000000,12800000,12806000,12806009,PAAYAS
10000000,12800000,12806000,12806010,PAGALI
10000000,12800000,12806000,12806011,POBLACION
10000000,12800000,12806000,12806013,SAOIT
10000000,12800000,12806000,12806014,TANAP
10000000,12800000,12807000,12807001,ANGSET
10000000,12800000,12807000,12807003,BARBAQUESO (POB.)
10000000,12800000,12807000,12807004,VIRBIRA
10000000,12800000,12808000,12808001,ANGGAPANG NORTE
10000000,12800000,12808000,12808002,ANGGAPANG SUR
10000000,12800000,12808000,12808003,BIMMANGA
10000000,12800000,12808000,12808004,CABUUSAN
10000000,12800000,12808000,12808005,COMCOMLOONG
10000000,12800000,12808000,12808006,GAANG
10000000,12800000,12808000,12808007,LANG-AYAN-BARAMBAN
10000000,12800000,12808000,12808008,LIOES
10000000,12800000,12808000,12808009,MAGLAOI CENTRO
10000000,12800000,12808000,12808010,MAGLAOI NORTE
10000000,12800000,12808000,12808011,MAGLAOI SUR
10000000,12800000,12808000,12808013,PAGULUDAN-SALINDEG
10000000,12800000,12808000,12808014,PANGIL
10000000,12800000,12808000,12808015,PIAS NORTE
10000000,12800000,12808000,12808016,PIAS SUR
10000000,12800000,12808000,12808017,POBLACION I
10000000,12800000,12808000,12808018,POBLACION II
10000000,12800000,12808000,12808019,SALUGAN
10000000,12800000,12808000,12808020,SAN SIMEON
10000000,12800000,12808000,12808021,SANTA CRUZ
10000000,12800000,12808000,12808022,TAPAO-TIGUE
10000000,12800000,12808000,12808023,TORRE
10000000,12800000,12808000,12808024,VICTORIA
10000000,12800000,12809000,12809001,ALBANO (POB.)
10000000,12800000,12809000,12809002,BACSIL
10000000,12800000,12809000,12809003,BAGUT
10000000,12800000,12809000,12809004,PARADO (BANGAY)
10000000,12800000,12809000,12809005,BARESBES
10000000,12800000,12809000,12809006,BARONG
10000000,12800000,12809000,12809007,BUNGCAG
10000000,12800000,12809000,12809009,CALI
10000000,12800000,12809000,12809010,CAPASAN
10000000,12800000,12809000,12809011,DANCEL (POB.)
10000000,12800000,12809000,12809012,FOZ
10000000,12800000,12809000,12809013,GUERRERO (POB.)
10000000,12800000,12809000,12809014,LANAS
10000000,12800000,12809000,12809015,LUMBAD
10000000,12800000,12809000,12809016,MADAMBA (POB.)
10000000,12800000,12809000,12809017,MANDALOQUE
10000000,12800000,12809000,12809018,MEDINA
10000000,12800000,12809000,12809019,VER (NAGLAYAAN)
10000000,12800000,12809000,12809020,SAN MARCELINO (PADONG)
10000000,12800000,12809000,12809021,PURUGANAN (POB.)
10000000,12800000,12809000,12809022,PERALTA (POB.)
10000000,12800000,12809000,12809023,ROOT (BALDIAS)
10000000,12800000,12809000,12809024,SAGPATAN
10000000,12800000,12809000,12809025,SALUDARES
10000000,12800000,12809000,12809026,SAN ESTEBAN
10000000,12800000,12809000,12809027,ESPIRITU
10000000,12800000,12809000,12809028,SULQUIANO (SIDIRAN)
10000000,12800000,12809000,12809029,SAN FRANCISCO (SURRATE)
10000000,12800000,12809000,12809030,SUYO
10000000,12800000,12809000,12809031,SAN MARCOS
10000000,12800000,12809000,12809032,ELIZABETH
10000000,12800000,12810000,12810001,CABARITAN (DUMALNEG)
10000000,12800000,12810000,12810002,SAN ISIDRO
10000000,12800000,12810000,12810003,KALAW (DUMALNEG)
10000000,12800000,12810000,12810004,QUIBEL (DUMALNEG)
10000000,12800000,12811000,12811001,BALIOEG
10000000,12800000,12811000,12811002,BANGSAR
10000000,12800000,12811000,12811003,BARBARANGAY
10000000,12800000,12811000,12811004,BOMITOG
10000000,12800000,12811000,12811005,BUGASI
10000000,12800000,12811000,12811006,CAESTEBANAN
10000000,12800000,12811000,12811008,CARIBQUIB
10000000,12800000,12811000,12811009,CATAGTAGUEN
10000000,12800000,12811000,12811011,CRISPINA
10000000,12800000,12811000,12811012,HILARIO (POB.)
10000000,12800000,12811000,12811013,IMELDA
10000000,12800000,12811000,12811014,LORENZO (POB.)
10000000,12800000,12811000,12811015,MACAYEPYEP
10000000,12800000,12811000,12811016,MARCOS (POB.)
10000000,12800000,12811000,12811017,NAGPATAYAN
10000000,12800000,12811000,12811018,VALDEZ
10000000,12800000,12811000,12811019,SINAMAR
10000000,12800000,12811000,12811020,TABTABAGAN
10000000,12800000,12811000,12811021,VALENCIANO (POB.)
10000000,12800000,12811000,12811022,BINACAG
10000000,12800000,12812000,12812001,"BGY. NO. 42, APAYA"
10000000,12800000,12812000,12812002,"BGY. NO. 36, ARANIW"
10000000,12800000,12812000,12812003,"BGY. NO. 56-A, BACSIL NORTH"
10000000,12800000,12812000,12812004,"BGY. NO. 56-B, BACSIL SOUTH"
10000000,12800000,12812000,12812005,"BGY. NO. 41, BALACAD"
10000000,12800000,12812000,12812006,"BGY. NO. 40, BALATONG"
10000000,12800000,12812000,12812007,"BGY. NO. 55-A, BARIT-PANDAN"
10000000,12800000,12812000,12812008,"BGY. NO. 47, BENGCAG"
10000000,12800000,12812000,12812009,"BGY. NO. 50, BUTTONG"
10000000,12800000,12812000,12812010,"BGY. NO. 60-A, CAAOACAN"
10000000,12800000,12812000,12812011,"BRY. NO. 48-A, CABUNGAAN NORTH"
10000000,12800000,12812000,12812012,"BGY. NO. 48-B, CABUNGAAN SOUTH"
10000000,12800000,12812000,12812013,"BGY. NO. 37, CALAYAB"
10000000,12800000,12812000,12812014,"BGY. NO. 54-B, CAMANGAAN"
10000000,12800000,12812000,12812015,"BGY. NO. 58, CASILI"
10000000,12800000,12812000,12812016,"BGY. NO. 61, CATABAN"
10000000,12800000,12812000,12812017,"BGY. NO. 43, CAVIT"
10000000,12800000,12812000,12812019,"BGY. NO. 49-A, DARAYDAY"
10000000,12800000,12812000,12812020,"BGY. NO. 59-B, DIBUA NORTH"
10000000,12800000,12812000,12812021,"BGY. NO. 59-A, DIBUA SOUTH"
10000000,12800000,12812000,12812022,"BGY. NO. 34-B, GABU NORTE EAST"
10000000,12800000,12812000,12812023,"BGY. NO. 34-A, GABU NORTE WEST"
10000000,12800000,12812000,12812024,"BGY. NO. 35, GABU SUR"
10000000,12800000,12812000,12812026,BGY. NO. 32-C LA PAZ EAST
10000000,12800000,12812000,12812027,"BGY. NO. 33-B, LA PAZ PROPER"
10000000,12800000,12812000,12812028,"BGY. NO. 32-B, LA PAZ WEST"
10000000,12800000,12812000,12812029,"BGY. NO. 54-A, LAGUI-SAIL"
10000000,12800000,12812000,12812030,"BGY. NO. 32-A, LA PAZ EAST"
10000000,12800000,12812000,12812031,"BGY. NO. 33-A, LA PAZ PROPER"
10000000,12800000,12812000,12812032,"BGY. NO. 52-B, LATAAG"
10000000,12800000,12812000,12812033,"BGY. NO. 60-B, MADILADIG"
10000000,12800000,12812000,12812034,"BGY. NO. 38-A, MANGATO EAST"
10000000,12800000,12812000,12812035,"BGY. NO. 38-B, MANGATO WEST"
10000000,12800000,12812000,12812036,"BGY. NO. 62-A, NAVOTAS NORTH"
10000000,12800000,12812000,12812037,"BGY. NO. 62-B, NAVOTAS SOUTH"
10000000,12800000,12812000,12812038,"BGY. NO. 46, NALBO"
10000000,12800000,12812000,12812039,"BGY. NO. 51-A, NANGALISAN EAST"
10000000,12800000,12812000,12812040,"BGY. NO. 51-B, NANGALISAN WEST"
10000000,12800000,12812000,12812041,"BGY. NO. 24, NSTRA. SRA. DE CONSOLACION (POB.)"
10000000,12800000,12812000,12812042,"BGY. NO. 7-A, NSTRA. SRA. DE NATIVIDAD (POB.)"
10000000,12800000,12812000,12812043,"BGY. NO. 7-B, NSTRA. SRA. DE NATIVIDAD (POB.)"
10000000,12800000,12812000,12812044,"BGY. NO. 27, NSTRA. SRA. DE SOLEDAD (POB.)"
10000000,12800000,12812000,12812045,"BGY. NO. 13, NSTRA. SRA. DE VISITACION (POB.)"
10000000,12800000,12812000,12812046,"BGY. NO. 3, NSTRA. SRA. DEL ROSARIO (POB.)"
10000000,12800000,12812000,12812047,"BGY. NO. 57, PILA"
10000000,12800000,12812000,12812048,"BGY. NO. 49-B, RARABURAN"
10000000,12800000,12812000,12812049,"BGY. NO. 53, RIOENG"
10000000,12800000,12812000,12812050,"BGY. NO. 55-B, SALET-BULANGON"
10000000,12800000,12812000,12812053,"BGY. NO. 6, SAN AGUSTIN (POB.)"
10000000,12800000,12812000,12812054,"BGY. NO. 22, SAN ANDRES (POB.)"
10000000,12800000,12812000,12812055,"BGY. NO. 28, SAN BERNARDO (POB.)"
10000000,12800000,12812000,12812056,"BGY. NO. 17, SAN FRANCISCO (POB.)"
10000000,12800000,12812000,12812057,"BGY. NO. 4, SAN GUILLERMO (POB.)"
10000000,12800000,12812000,12812058,"BGY. NO. 15, SAN GUILLERMO (POB.)"
10000000,12800000,12812000,12812059,"BGY. NO. 12, SAN ISIDRO (POB.)"
10000000,12800000,12812000,12812060,"BGY. NO. 16, SAN JACINTO (POB.)"
10000000,12800000,12812000,12812061,"BGY. NO. 10, SAN JOSE (POB.)"
10000000,12800000,12812000,12812062,"BGY. NO. 1, SAN LORENZO (POB.)"
10000000,12800000,12812000,12812063,"BGY. NO. 26, SAN MARCELINO (POB.)"
10000000,12800000,12812000,12812064,"BGY. NO. 52-A, SAN MATEO"
10000000,12800000,12812000,12812065,"BGY. NO. 23, SAN MATIAS (POB.)"
10000000,12800000,12812000,12812066,"BGY. NO. 20, SAN MIGUEL (POB.)"
10000000,12800000,12812000,12812067,"BGY. NO. 21, SAN PEDRO (POB.)"
10000000,12800000,12812000,12812068,"BGY. NO. 5, SAN PEDRO (POB.)"
10000000,12800000,12812000,12812069,"BRY. NO. 18, SAN QUIRINO (POB.)"
10000000,12800000,12812000,12812070,"BGY. NO. 8, SAN VICENTE (POB.)"
10000000,12800000,12812000,12812071,"BGY. NO. 9, SANTA ANGELA (POB.)"
10000000,12800000,12812000,12812072,"BGY. NO. 11, SANTA BALBINA (POB.)"
10000000,12800000,12812000,12812073,"BGY. NO. 25, SANTA CAYETANA (POB.)"
10000000,12800000,12812000,12812074,"BGY. NO. 2, SANTA JOAQUINA (POB.)"
10000000,12800000,12812000,12812075,"BGY. NO. 19, SANTA MARCELA (POB.)"
10000000,12800000,12812000,12812076,"BGY. NO. 30-B, SANTA MARIA"
10000000,12800000,12812000,12812077,"BGY. NO. 39, SANTA ROSA"
10000000,12800000,12812000,12812078,"BGY. NO. 14, SANTO TOMAS (POB.)"
10000000,12800000,12812000,12812079,"BGY. NO. 29, SANTO TOMAS (POB.)"
10000000,12800000,12812000,12812080,"BGY. NO. 30-A, SUYO"
10000000,12800000,12812000,12812081,"BGY. NO. 31, TALINGAAN"
10000000,12800000,12812000,12812082,"BGY. NO. 45, TANGID"
10000000,12800000,12812000,12812083,"BGY. NO. 55-C, VIRA"
10000000,12800000,12812000,12812084,"BGY. NO. 44, ZAMBOANGA"
10000000,12800000,12813000,12813001,PACIFICO (AGUNIT)
10000000,12800000,12813000,12813003,IMELDA (CAPARIAAN)
10000000,12800000,12813000,12813004,ELIZABETH (CULAO)
10000000,12800000,12813000,12813005,DAQUIOAG
10000000,12800000,12813000,12813006,ESCODA
10000000,12800000,12813000,12813007,FERDINAND
10000000,12800000,12813000,12813008,FORTUNA
10000000,12800000,12813000,12813009,LYDIA (POB.)
10000000,12800000,12813000,12813010,MABUTI
10000000,12800000,12813000,12813011,VALDEZ (BIDING)
10000000,12800000,12813000,12813012,TABUCBUC (RAGAS)
10000000,12800000,12813000,12813013,SANTIAGO
10000000,12800000,12813000,12813014,CACAFEAN
10000000,12800000,12814000,12814001,ACNAM
10000000,12800000,12814000,12814002,BARANGOBONG
10000000,12800000,12814000,12814003,BARIKIR
10000000,12800000,12814000,12814004,BUGAYONG
10000000,12800000,12814000,12814005,CABITTAURAN
10000000,12800000,12814000,12814006,CARAY
10000000,12800000,12814000,12814007,GARNADEN
10000000,12800000,12814000,12814008,NAGUILLAN (PAGPAG-ONG)
10000000,12800000,12814000,12814009,POBLACION
10000000,12800000,12814000,12814010,SANTO NIÑO
10000000,12800000,12814000,12814011,UGUIS
10000000,12800000,12815000,12815001,AGGASI
10000000,12800000,12815000,12815003,BADUANG
10000000,12800000,12815000,12815004,BALAOI
10000000,12800000,12815000,12815005,BURAYOC
10000000,12800000,12815000,12815006,CAUNAYAN
10000000,12800000,12815000,12815007,DAMPIG
10000000,12800000,12815000,12815008,LIGAYA
10000000,12800000,12815000,12815010,PANCIAN
10000000,12800000,12815000,12815011,PASALENG
10000000,12800000,12815000,12815012,POBLACION 1
10000000,12800000,12815000,12815013,POBLACION 2
10000000,12800000,12815000,12815014,SAGUIGUI
10000000,12800000,12815000,12815015,SAUD
10000000,12800000,12815000,12815016,SUBEC
10000000,12800000,12815000,12815017,TARRAG
10000000,12800000,12815000,12815018,CAPARISPISAN
10000000,12800000,12816000,12816001,BACSIL
10000000,12800000,12816000,12816002,CABAGOAN
10000000,12800000,12816000,12816003,CABANGARAN
10000000,12800000,12816000,12816004,CALLAGUIP
10000000,12800000,12816000,12816005,CAYUBOG
10000000,12800000,12816000,12816006,DOLORES
10000000,12800000,12816000,12816007,LAOA
10000000,12800000,12816000,12816008,MASINTOC
10000000,12800000,12816000,12816009,MONTE
10000000,12800000,12816000,12816010,MUMULAAN
10000000,12800000,12816000,12816011,NAGBACALAN
10000000,12800000,12816000,12816012,NALASIN
10000000,12800000,12816000,12816013,NANGUYUDAN
10000000,12800000,12816000,12816014,OAIG-UPAY-ABULAO
10000000,12800000,12816000,12816015,PAMBARAN
10000000,12800000,12816000,12816016,PANNARATAN (POB.)
10000000,12800000,12816000,12816017,PARATONG
10000000,12800000,12816000,12816018,PASIL
10000000,12800000,12816000,12816019,SALBANG (POB.)
10000000,12800000,12816000,12816020,SAN AGUSTIN
10000000,12800000,12816000,12816021,SAN BLAS (POB.)
10000000,12800000,12816000,12816022,SAN JUAN
10000000,12800000,12816000,12816025,SAN PEDRO
10000000,12800000,12816000,12816028,SAN ROQUE (POB.)
10000000,12800000,12816000,12816029,SANGLADAN POB. (NALBUAN)
10000000,12800000,12816000,12816030,SANTA RITA (POB.)
10000000,12800000,12816000,12816031,SIDEG
10000000,12800000,12816000,12816032,SUBA
10000000,12800000,12816000,12816033,SUNGADAN
10000000,12800000,12816000,12816034,SURGUI
10000000,12800000,12816000,12816035,VERONICA
10000000,12800000,12817000,12817001,BATULI
10000000,12800000,12817000,12817002,BINSANG
10000000,12800000,12817000,12817003,NALVO (CABABAAN-NALVO)
10000000,12800000,12817000,12817004,CARUAN
10000000,12800000,12817000,12817005,CARUSIKIS
10000000,12800000,12817000,12817006,CARUSIPAN
10000000,12800000,12817000,12817007,DADAEMAN
10000000,12800000,12817000,12817008,DARUPIDIP
10000000,12800000,12817000,12817009,DAVILA
10000000,12800000,12817000,12817010,DILANIS
10000000,12800000,12817000,12817011,DILAVO
10000000,12800000,12817000,12817012,ESTANCIA
10000000,12800000,12817000,12817014,NAGLICUAN
10000000,12800000,12817000,12817015,NAGSANGA
10000000,12800000,12817000,12817016,NGABANGAB
10000000,12800000,12817000,12817017,PANGIL
10000000,12800000,12817000,12817018,POBLACION 1
10000000,12800000,12817000,12817019,POBLACION 2
10000000,12800000,12817000,12817020,POBLACION 3
10000000,12800000,12817000,12817021,POBLACION 4
10000000,12800000,12817000,12817022,PRAGATA (PRAGATA-BUNGRO)
10000000,12800000,12817000,12817023,PUYUPUYAN
10000000,12800000,12817000,12817024,SULONGAN
10000000,12800000,12817000,12817025,SALPAD
10000000,12800000,12817000,12817026,SAN JUAN
10000000,12800000,12817000,12817027,SANTA CATALINA
10000000,12800000,12817000,12817028,SANTA MATILDE
10000000,12800000,12817000,12817029,SAPAT
10000000,12800000,12817000,12817030,SULBEC
10000000,12800000,12817000,12817031,SURONG
10000000,12800000,12817000,12817032,SUSUGAEN
10000000,12800000,12817000,12817033,TABUNGAO
10000000,12800000,12817000,12817034,TADAO
10000000,12800000,12818000,12818001,AB-ABUT
10000000,12800000,12818000,12818002,ABUCAY
10000000,12800000,12818000,12818003,ANAO (POB.)
10000000,12800000,12818000,12818004,ARUA-AY
10000000,12800000,12818000,12818005,BIMMANGA
10000000,12800000,12818000,12818006,BOYBOY
10000000,12800000,12818000,12818007,CABAROAN (POB.)
10000000,12800000,12818000,12818008,CALAMBEG
10000000,12800000,12818000,12818009,CALLUSA
10000000,12800000,12818000,12818010,DUPITAC
10000000,12800000,12818000,12818011,ESTANCIA
10000000,12800000,12818000,12818012,GAYAMAT
10000000,12800000,12818000,12818013,LAGANDIT
10000000,12800000,12818000,12818014,LIBNAOAN
10000000,12800000,12818000,12818015,LOING (POB.)
10000000,12800000,12818000,12818016,MAAB-ABACA
10000000,12800000,12818000,12818017,MANGITAYAG
10000000,12800000,12818000,12818018,MARUAYA
10000000,12800000,12818000,12818019,SAN ANTONIO
10000000,12800000,12818000,12818020,SANTA MARIA
10000000,12800000,12818000,12818021,SUCSUQUEN
10000000,12800000,12818000,12818022,TANGAOAN
10000000,12800000,12818000,12818023,TONOTON
10000000,12800000,12819000,12819001,AGLIPAY
10000000,12800000,12819000,12819002,APATUT-LUBONG
10000000,12800000,12819000,12819003,BADIO
10000000,12800000,12819000,12819004,BARBAR
10000000,12800000,12819000,12819005,BUANGA
10000000,12800000,12819000,12819006,BULBULALA
10000000,12800000,12819000,12819007,BUNGRO
10000000,12800000,12819000,12819008,CABAROAN
10000000,12800000,12819000,12819009,CAPANGDANAN
10000000,12800000,12819000,12819010,DALAYAP
10000000,12800000,12819000,12819011,DARAT
10000000,12800000,12819000,12819012,GULPENG
10000000,12800000,12819000,12819013,LILIPUTEN
10000000,12800000,12819000,12819014,LUMBAAN-BICBICA
10000000,12800000,12819000,12819015,NAGTRIGOAN
10000000,12800000,12819000,12819016,PAGDILAO (POB.)
10000000,12800000,12819000,12819017,PUGAOAN
10000000,12800000,12819000,12819018,PURITAC
10000000,12800000,12819000,12819019,SACRITAN
10000000,12800000,12819000,12819020,SALANAP
10000000,12800000,12819000,12819021,SANTO TOMAS
10000000,12800000,12819000,12819022,TARTARABANG
10000000,12800000,12819000,12819023,PUZOL
10000000,12800000,12819000,12819024,UPON
10000000,12800000,12819000,12819025,VALBUENA (POB.)
10000000,12800000,12820000,12820001,SAN FRANCISCO (POB.)
10000000,12800000,12820000,12820002,SAN ILDEFONSO (POB.)
10000000,12800000,12820000,12820003,SAN AGUSTIN
10000000,12800000,12820000,12820004,SAN BALTAZAR (POB.)
10000000,12800000,12820000,12820005,SAN BARTOLOME (POB.)
10000000,12800000,12820000,12820006,SAN CAYETANO (POB.)
10000000,12800000,12820000,12820007,SAN EUGENIO (POB.)
10000000,12800000,12820000,12820008,SAN FERNANDO (POB.)
10000000,12800000,12820000,12820009,SAN GREGORIO (POB.)
10000000,12800000,12820000,12820010,SAN GUILLERMO
10000000,12800000,12820000,12820011,SAN JOSE (POB.)
10000000,12800000,12820000,12820012,SAN JUAN BAUTISTA (POB.)
10000000,12800000,12820000,12820013,SAN LORENZO
10000000,12800000,12820000,12820014,SAN LUCAS (POB.)
10000000,12800000,12820000,12820015,SAN MARCOS (PAYAS)
10000000,12800000,12820000,12820016,SAN MIGUEL (POB.)
10000000,12800000,12820000,12820017,SAN PABLO
10000000,12800000,12820000,12820018,SAN PAULO (POB.)
10000000,12800000,12820000,12820019,SAN PEDRO (BINGAO)
10000000,12800000,12820000,12820020,SAN RUFINO (POB.)
10000000,12800000,12820000,12820021,SAN SILVESTRE (POB.)
10000000,12800000,12820000,12820022,SANTA ASUNCION (SAMAC)
10000000,12800000,12820000,12820023,SANTA CECILIA (BARABAR)
10000000,12800000,12820000,12820024,SANTA MONICA (NAGREBCAN)
10000000,12800000,12821000,12821001,SAN AGUSTIN (POB.)
10000000,12800000,12821000,12821002,SAN ANDRES
10000000,12800000,12821000,12821003,SAN ANTONIO
10000000,12800000,12821000,12821004,SAN BERNABE
10000000,12800000,12821000,12821005,SAN CRISTOBAL
10000000,12800000,12821000,12821006,SAN FELIPE
10000000,12800000,12821000,12821007,SAN FRANCISCO (POB.)
10000000,12800000,12821000,12821008,SAN ISIDRO
10000000,12800000,12821000,12821009,SAN JOAQUIN (POB.)
10000000,12800000,12821000,12821010,SAN JOSE
10000000,12800000,12821000,12821011,SAN JUAN
10000000,12800000,12821000,12821012,SAN LEANDRO (POB.)
10000000,12800000,12821000,12821014,SAN LORENZO
10000000,12800000,12821000,12821015,SAN MANUEL
10000000,12800000,12821000,12821016,SAN MARCOS
10000000,12800000,12821000,12821017,SAN NICOLAS
10000000,12800000,12821000,12821018,SAN PEDRO
10000000,12800000,12821000,12821019,SAN ROQUE
10000000,12800000,12821000,12821020,SAN VICENTE (POB.)
10000000,12800000,12821000,12821021,SANTA BARBARA (POB.)
10000000,12800000,12821000,12821022,SANTA MAGDALENA
